"teks","label"
"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik..","no"
"Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udh langsung tauk","no"
"Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa","no"
"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????","no"
"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel","no"
"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp.","no"
"<USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..","no"
"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak","no"
"Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??","no"
"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel","no"
"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu <USERNAME>","no"
"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....","no"
"Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..","no"
"min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin","no"
"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??","no"
"mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??","no"
"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...","no"
"Berasa kaya mau manggung kk <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??","no"
"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??","no"
"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??","no"
"Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????","no"
"Beruntung si aurel dpt ibu sambung kaya ashanti . <USERNAME>","no"
"salut ma bunda <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..","no"
"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia","no"
"Salut buat Bunda <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir..","no"
"Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah","no"
"<USERNAME> aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra","no"
"<USERNAME> Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia","no"
"aurel itu perempuan hebat, ingat bgt kejadian zaman pipi mimi ny & dilihat didepan mata dia sendiri. Ga semua anak bs strong kyk dia. Yg nyinyir pasti iri krn aurel bs punya keluarga bahagia kyk skrg. Yg blg bundanya Ash lebay, mungkin blm punya anak. Hati2 sayang..km jg perempuan, nanti bakal jd ibu. Bayangin anakmu yg jd korban bully ??","no"
"Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..","no"
"Mukanya mirip ,,,insya Allah jodoh dunia akhirat mbk <USERNAME> amiiii","no"
"Cantik banggeett ya kak depe.. ???? gk keliatan loh klo dy pernah nikah.. seperti msh gadis wajah nya.. cantik ???????????? semoga lancar sampai hari H kak depe.. bahagia dunia akhirat aammiinnn ??","no"
"Dadddd :( Semoga bisa dateng yaaa & untuk papa-papa diluar sana. Semoga sehat selalu & bisa menjadi saksi anak-anaknya saat menikah. AAMIIN!????","no"
"Semoga dilancarkan nikahnya dan ayahnya lekas ditemukan dalam keadaan sehat tanpa kurang suatu apapun :)","no"
"Semoga aja nikahannya lancar y mb. Jgn berlarut sedih kl bapak tirinya gak datang yg penting bapak kandung datang. Mungkin sj ada alasan anak kandung dari bapak tersebut melarang. Mungkin sj bapak itu udah balikan sama istri pertamanya. Dan kl sibapak datang itu berrti akan mengingatkan cerita lama. Mungkin yaa..","no"
"Yea pak polisinya pinter hahahaha.. langsung belok, SIM nembak, gatau rambu2. Malah minta surat perintah yaelah lu pikir rumah lu mau digeledah ??","no"
"Ini mau nikah lagi baguass deh smoga kelak jd kluarga yg samawa","no"
"Lucu.... suaranya kak abbey cantik kayak orang nya.... ?????????????? terharu....","no"
"Pernah ketemu sama mba artika sari disesemall di Jakarta...ampunnn ayunee...mana semampai....murah senyummm....cakep pisan lah","no"
"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan","no"
"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah","no"
"Semoga di berikan kesehatan dan rezeki yg berlimpaah pak ??","no"
"Semoga selalu sehat dan dimurahkan rejekinya ya Pak","no"
"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????","no"
"Doa istri dan anak menyertaimu bang... lelaki yg bertanggung jawab itu sangat PERLU, karna kalo laki2 tanggung jawab otomatis dia akan sayang dgn anak dan istri. Beda dgn sayang yg belum tentu bertanggung jawab ??????","no"
"Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga ??","no"
"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan","no"
"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi","no"
"Amin, smg selalu di lancarkan n di mudahkan rejeki nya.. jd inget waktu suami sy jg gojek dulu, srg nlp nanyain anak istri nya udah mkn atau blm.. pdhl mgkn dia sendiri entah sempet mkn atau ngga, walaupun hujan2an n panas2an tp ga penh mengeluh.. selalu menyempatkan komunikasi n ttp keep in touch di sela2 kesibukannya. Bangga n ttp berjuang y ms gojek krn anak n istri selalu mendoakan yg terbaik..","no"
"Respect dengan istri n anak2 nya yg menunggu dengan sabar dirumah insya Allah ,Allah swt selalu menjaga nya.","no"
"Laki-laki yang beneran berjuang unt anak istri, membahagiakan istri insyaallah di dunia mendapat rejeki yg ga disangka-sangka di akherat akan ada surga kelak amiin","no"
"Bangga sama suami yg selalu ingat istri disela waktunya, apapun profesimu... Kaulah juaranya. Sehat terus pak gojek, semoga lacar rejekimu. Amiiin....","no"
"Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak","no"
"Gojek itu mayoritas pegangguran yang lama gak kerja trus hampir putus asaa tapi tibatiba ada lapangan pekerjaan yang gak harus pake ijasah terakhir.. ini sungguh lapangan kerja yang sangat membantu sekali menurut saya ??","no"
"<USERNAME> aslinya cantik dan ayu loh mbak krn aku sudah bertemu langsung juga sesembaknya sangat ramah tidak sombong seperti mantan2 yg lain hhe maaf ikut nimbrung ,kalo makeup dibuat senatural mungkin krn sesembaknya memang mau menonjolkan wa","no"
"<USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe","no"
"@diankrtn Mangkanya biar gak goblok itu rajin baca , dasar kadrun batangan goblok malah dipupuk.","yes"
"@AnakLolina2 @Kanjeng2022 Itulah akibatnya jika berteman dengan kadrun,... jadi nasdrun. Khas kadrun, Jika temannya, maka salah pun dibela.","yes"
"Penyusupan berhasil? https://t.co/hpB93R0S83","yes"
"@dennyindrayana Nafsumu mengalahkan akal sehatmu den, mendadak kadrun ?????????? https://t.co/Q4AfhC2EWK","yes"
"@OposisiCerdas yg cegal siapa...??? fitnah nya gk habis2...!!!","yes"
"Katanya tanpa apbn? https://t.co/2NT9zhPkBg","yes"
"@dimaspram96 @Obay_Kusut1981 @IsminovZubeir Isu itu bagai bau kentut.. suapa yg kentut siapa yg di tuduh, eh ternyata yg nuduh yg kentut..","yes"
"Rata rata bani kadrun... https://t.co/L7UD0UBksL","yes"
"@BosPurwa alhamdulillah ada cina kapir rasa kadrun, ta'bil drun ?? https://t.co/Ahmfu68IhW","yes"
"@Trending_Issue Mantap. Maki2 aja tuh kadrun pekok","yes"
"@AIM393284865068 @Relawananies Apa hukum penistaan agama sudah berkeadilan? Bahkan setelah Ahok selesai menjalankan hukuman nya si Buni Yani Keparat baru mengakui meng edit Vidio nya. Itulah Kadrun kumpulan bangsat.","yes"
"@AndiSinulingga @erickthohir Korupsi kok diserang ?Lah semua penegak hukum sdh bergerak kok,dan ini bukan korupsi Sendiri.Paham?8 Triliun Bro,ini pasti seluruh tim dr capres Kadrun ada yg turut serta menjalankan siasat Korupsi ini.Mana ada sih PILGUB saja","yes"
"@idtodayco kadrun makin mata gelap... mengarang bebas... dipikir rakyat belon cerdas","yes"
"@budimandjatmiko Kadrun pekok kang hoax","yes"
"@Dennysiregar7 Ahlak ahlak kadrun munafik","yes"
"@74f4rKM50 @OposisiCerdas Kalau ga keburu ada polisi pasti diperkosa Kadrun nih !","yes"
"@Bambangmulyonoo @ReflyHZ COKRO  TV    IDOLA  PENGASONG  KADRUN","yes"
"@WidadiHandoyo @aniesbaswedan @PKSejahtera kadrun senangnya ya mimpi (doang)","yes"
"@aniesbaswedan @PKSejahtera kalo @nasdem dan @PDemokrat mikir bisa curi suara pembenci jokowi, fpi, hti, kadrun dari @PKSejahtera... alangkah naifnya","yes"
"@logikapolitikid @ridwankamil @aniesbaswedan Bukannya RK bagian dari kadrun masih ingat waktu kejadian kebakaran di_Bandung tempo hari RK bilang dinegri Wakanda","yes"
"@bachrum_achmadi wkwkwk kadrun tolol, emg JK hrs jadi acuan? JK cuma jadi acuan kadrun2 goblok aja","yes"
"@sarah_enjeuLL @NasDem @KejaksaanRI @aniesbaswedan Metro Tipu sejak gabung dgn kadrun auto jadi tv tkg fitnah","yes"
"@ThejavaRio @AbuabuMerpati @belaIndonesiaID @msaid_didu @ReflyHZ Ciri kadrun begini umpatannya sprti orang ga ada akhlak??????","yes"
"@Aryprasetyo85 @Metro_TV @ganjarpranowo @dewanpers @03__nakula @adearmando61 @al_lasan @Anak__Ogi @B3doel___ @bung_madin @GunRomli @ch_chotimah2 @DS_yantie @denni_sauya namanya juga kadrun, klo gak fitnah gak makan","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwkw kadrun menghibur diri sendir, barusan habis dihina2 dan ketauan pengecutnya sama bang @Amran_bin_Ali https://t.co/yWnJK63sAd","yes"
"Nasehat untuk Kadrun youtube.com/shorts/wC4sKCF?","yes"
"@msaid_didu @ReflyHZ Yg ikut pool  akun dr bngsa kadrun lgi ??????","yes"
"@DS_yantie Ini contoh tipikal kadrun mau mencubitvtp ga mau dicubit,cemenk.","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV alhamdulillah toket kadrun nempel , toket barokah drun, halalan toyiban ?? https://t.co/HYfTtCSPDr","yes"
"@BBerizik Bani kadal pea, bisanya ngurusi org sendirinya maniac jg,  dasar kadrun tolol","yes"
"@corokandangrusa @yunartowijaya Kadrun emang top..?? apa pun yg di lakukan presiden tetap salah di mata dia.. https://t.co/2o04a8NFnF","yes"
"@P3n99u94t Boleh numpang b ol?","yes"
"@entit_usdiati halooooo taraaaaaaa @ridwankamil","yes"
"@OposisiCerdas Si anus yaman ya om wo","yes"
"@geloraco Jangan nyindir imam cabul si junjungan KADRUN212 goblog212pekok chat mesum","yes"
"@YanHarahap Dasar Kader Mangkrak ! Nanya'nya ke Mantan Napi Korupsi anas Urbaningrum 'jangan Nanya ke KadRun ! Jokowi dilantik 2014
Hutang SBY 2700 Trilyun dengan bunga pertahun 250 Trilyun ! Proyek Hambalang Sengaja ngga di terusin ! Biar pada inga in","yes"
"@masiswara @YudhistiraSaja @ch_chotimah2 @ganjarpranowo Kok ganjar ikut2 kadrun ya","yes"
"@Leonita_Lestari Anies kena hukum karma ahok,dan NASDRUN kena getahnya semua akan melihat dan merasakan pada waktunya","yes"
"@Leonita_Lestari Berawal dari @NasDem menjadi nasdrun212 itulah jalan menuju jurang kehancuran","yes"
"@Aryprasetyo85 @Metro_TV @ganjarpranowo @dewanpers @03__nakula @adearmando61 @al_lasan @Anak__Ogi @B3doel___ @bung_madin @GunRomli @ch_chotimah2 @DS_yantie @denni_sauya Haha baru Tau ya, begitulah rasanya saat dulu metro TV mendukung rezim.. kejamnya nyer","yes"
"@Leonita_Lestari Resto trasi bau busuk wok ewok","yes"
"@sarah_enjeuLL @NasDem @KejaksaanRI @aniesbaswedan Kadrun dua2nya ya...?","yes"
"@KAMEK_AWET @Miduk17 Dia korupsi apa ya Klo anda tau..","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV takut dia nunjukin mukanya, takut bonyok dia kaya ratu hoax kadrun yg ini ?? https://t.co/3DY2RwWX6R","yes"
"@herman_basti @Hasbil_Lbs Khas Kadrun..kalah pukulin...klo perlu bunuh n telanjangin...","yes"
"@langitan99 @Verraagustian_ Sampah sampah","yes"
"@Obay_Kusut1981 Ke firza jg bs yg pernah berpasangan dgn si jijik ngacengan","yes"
"@Obay_Kusut1981 Ke RIJIQ KITY OM","yes"
"@Rintart_bluhers @aniesbaswedan @PKSejahtera Berarti udh ngakuin donk... Klo PKS nnti bakal kalah.. Awokawokawok...","yes"
"@EndarTo44857464 @aniesbaswedan @PKSejahtera Dan juga merubah sistem jdi khilafuck... Itu agenda utama mereka...","yes"
"@tukangaduayam @kangdede78 Kadrun lgsg ndlesep liat arak arakan tiem Garuda","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwkkw kadrun memantau ??","yes"
"@RKianSantang99 @aniesbaswedan @PKSejahtera Jolam jolim taik babi...","yes"
"@PuteriDL @RKianSantang99 @aniesbaswedan @PKSejahtera Take a beer..... Awokawokawok... https://t.co/eSyc2JNnyE","yes"
"@DsSupriyady @geloraco Iyyaah...Tangkapin KORUPTOR nya Kadrun....Beraniii bener niyy si Jokowi Mentri Nasdem Maling 8Trilyuuunn Rupiahh????????????....di cyduk sama Jokowi Jahat tuhh????????????","yes"
"@pipihfiles @dennyindrayana Kenapa gak harus anies?? Karena bacod nya sulit dicerna sebagian besar org normal.. yg bisa cerna bacod nya cuma org abnormal... Atau org yg pura2 bisa mencerna.... Awokawokawok https://t.co/J8y9x5MBZA","yes"
"@akualcade Ngupil pake jari telunjuk kiri sampai dapet","yes"
"@pipihfiles @dennyindrayana Kenapa gak harus anies??  ?? https://t.co/eecaqDfVyr","yes"
"@pipihfiles @dennyindrayana Kenapa gak harus anies?? https://t.co/4mKUKTPqJF","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV wkwkwk kadrun terpojok","yes"
"@democrazymedia Tp kok pendukungnya benci kadrun???","yes"
"@EtySusanty8 @Ayang_Utriza @dennyindrayana Berarti sama juga donk dengan pak ganjar yg dituduh sama kadrun terlibat uang e-KTP, gak ada hasil persidangan bersalah dan terlibat.. Kenapa kadrun selalu menuduh.??","yes"
"@DJ_Luvly @yunartowijaya Tidak terbukti dipersidangan , anjeeeeng.... Awokawokawok","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV mana berani kadrun bang, kan kadrun2 pengecut ??","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV dia ngertinya bahasa kadrun ??","yes"
"@Aguscah88555821 @BudiMario007 @IrwanAj63719113 @TukangRitwiit @virza1 @benk_setia @Djoe31915814 @BrabarZeto @Kadrun80574809 @BudhiIbrahim @PutraBachtiar9 @_mastito @dinarArunika @MansurU71169345 @Didinzahrudin1 @bayarpajaklah @Lignasian Mari kita kawal n","yes"
"@msaid_didu @ReflyHZ Yg nonton podnya ken kadrun semua ya wajar drun","yes"
"5 Alasan Anies Yohanes Rasyid BaswEDAN tidak mungkin jadi presiden... 1...Kadrun imigran Yaman. 2...tidak punya rasa nasionalisme. 3...cuma pintar ngomong Pemberi Harapan Palsu. 4...didukung oleh kaum radikal pengusung khilafah intoleran. 5...NON PRIBUMI.","yes"
"Proyek BTS 4G BAKTI memang di desain untuk dikorupsi, 6 sudah jadi tersangka, 11 lainnya gelisah mulai kebakaran jenggot. Kejagung selalu didepan.. ?? https://t.co/K9rPP2TY4q","yes"
"@marlina_idha https://t.co/8z0HDu2K64","yes"
"@m_yanto_baemo ??","yes"
"MUI prihatin atas krisis kemanusiaan di Yaman...ayo para kadrun Yaman adakan donasi untuk negeri leluhurmu jgn diam saja...!!!","yes"
"@emyr_za @CNNIndonesia Kadrun tdk makan babi","yes"
"@__TukangNgibul Emg udah ketauan..akun2 Kadrun itu rata2 buzzer bayaran Anis.. OTAK tdk diperlukan","yes"
"@greentea290491 @geloraco Kita buktikan saja negara mau maju harus berkorban dan berpikir kedepan ...polapikir kadrun sampah","yes"
"@P3n99u94t Itu mungkin Jatim bagian Kadrun...Wkwkw","yes"
"@__TukangNgibul Halloooo.. Profil lo ga ada tweet lo pribadi.. Lo pasti anakAnjing Piaraan KADRUN.. HAYOO..NGAKU..MALINGLO","yes"
"@NephiLaxmus @Metro_TV Dunia kebolak-balik, kadrun jadi seneng nonton Metro Tipu, cebong beralih nonton tvOon... ??","yes"
"@StefanAntonio__ Panik ga ya ?? https://t.co/H3nUdRwTpj","yes"
"@_Dauph1ne_ @ajies4ra @Bandit_cengeng Harusnya akun alter pake buat lawan kadrun bukanya seperti ini,","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV klo yg ini Cina kadrun ya? yg penting bisa ta'bil wkwkwk https://t.co/mrCRHgiZdC","yes"
"@StefanAntonio__ Yes,sama https://t.co/0GO2bQb9n3","yes"
"@HidayatNatari Jadi kadrun itu berat,, harus nyebar hoax tiap hari","yes"
"@StefanAntonio__ Yes https://t.co/1aZebSoZBy","yes"
"@bianca01403 Kadrun tolol mau tipu2 ???????? https://t.co/h1vGTWM6zV","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV kadrun culun, pasti jidatnya ada jendolan hitam dan jembutnya pindah ke dagu kayak foto ini wkwkwk https://t.co/oMvTLXWApn","yes"
"@UbedilahB Ubedilah Kadrun????????","yes"
"@lurkingcorsa @Permaidi68 @BTRxZaflaabaeVL @__TukangNgibul @Asuhan1nfinitE @cobeh2022 @NobowoNonowo KADRUN 90% Suka Melonte.. Aplgi lo @lurkingcorsa","yes"
"@dimaspram96 @Herohero_82 @belaIndonesiaID @Obay_Kusut1981 Dikitý kadrun Dikitý kadrun Ngerasa junjungan lu di sentil Langsung reply pake embelý kadrun. Orang yg ga sepaham ama lu, lu cap kadrun. Manusia sampah kayaklo gini yg ngerusak nilai demokrasi.","yes"
"Kasian para #Kadrun habib dari Yaman dan timur tengah yg numpang cari makan di RI,  punya tuhan Alloh tapi lemah, selalu dibela...  Walah.... drun.... Kadrun.... Kalau mau cari serakah duniawi, jgn bawa2 Tuhan....  Kasian si Awoh https://t.co/ZRe6TFd67t","yes"
"@kadrun_bangsatt Gayane pig pig ??","yes"
"@Tulus_nih70 Keluarin fatwa nya dulu dong anwar abbas kadrun arab pesek. Gak ada cukong nya yak ? Naga2nya duit galangan dana ente tilep pastinya.","yes"
"@P3n99u94t Tuyul ancol kotbah ????????","yes"
"@bianca01403 Kalian pikir nu Ormas yg bisa kalian bodohi kayak anjing2 ini????? https://t.co/csaUv6nybY","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV Dia kadrun cemen yg menggemaskan https://t.co/iMEHMqUYih","yes"
"@kangdede78 @NasDem @adityawilly sangat menjijikkan ya ocehannya alias bacotnya pecundang weleh. 2024 nasdrun harus tumbang di jurang kegelapan. KADRUN #KoalisiDelapanTriliun","yes"
"@Syarman59 @KPK_RI @firlibahuri @mohmahfudmd KADRUN Korupsi msk Politik.. Kriminal jga dmsukin ke Pokitik.. KADRUN emg Bin Atang..","yes"
"@el4n9bint4n9 Gub aja idiot https://t.co/DqswepTQVO","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV iya mending sesama kadrun, selain bisa membantu memberi makan, juga bisa membantu @jagokan57083101 geli2 enak ??","yes"
"Dana turun 11 triliun digarong 8 triliun dan barang tidak ada wujudnya, ni plate emang anjing bangsat yg wajib digantung kepalanya diatas tower nasdem. katadata.co.id/ira/berita/646?","yes"
"@Tulus_nih70 Nilah kadrun pesek yg jd penjilat kaum yaman.","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwkw kadrun jantan lagi minum obat kuat atau sari rapet drun? eh sari rapet mah buat @jagokan57083101","yes"
"@WagimanDeep212_ @dwioktariyadi Klou ada anti ormas !..??????","yes"
"@_Dauph1ne_ @LemhannasRI @DivHumas_Polri @CCICPolri Iya demi capres nya rela sebar hoak melebihi kadrun","yes"
"@Bandit_cengeng @ajies4ra Kadrun+","yes"
"@WongJowo67 @narkosun @ganjarpranowo Si anus cuma disambut bupatinya..Krn dari Nasdem dan dirumah pribadinyamm gak nyala masyarakat,Krn sdh merasa gakan ada masyarakat yg nyambut  ?????? https://t.co/0lBf22ZDc4","yes"
"@wahyonoisnaeni1 @zhuLL_Thomadio @yaniarsim @PdiperjuanganP @KPK_RI @mohmahfudmd Biarin aja bro .. gue lebih suka kalo kadrun pd keliatan tambah bego","yes"
"@KrisyantoOni Eh celeng kribo lu udah investigasi belum ke wadas??? Biasanya lu kan suka investigasi untuk buktikan sendiri, sekalian lu bs dapat makan dan kopi gratisan seperti kesukaanmu... Bangke!!!! https://t.co/3kl4LmwZJv","yes"
"@_Dauph1ne_ @LemhannasRI @DivHumas_Polri @CCICPolri Kadrun +","yes"
"@gibran_tweet Untung bkn sy anak pak Jokowi mas wali..","yes"
"@NasDem Dan gak perlu katakan ada tekanan politik didalamnya seperti yg ketua DPP kalian katakan.. obyektif dan jalani semua dgn ketentuan hukum yg sdh ada.. klo gak merasa terlibat,katakan maaf dan pecat sbg kader dan pengurus partai..beres","yes"
"Preeeeettt mutualan ma akun tukang hoax gini..Ga gini2 amat x jd buzzer..Demi belain capres lo, sampe bikin hoax berjemaah.. dipercaya pula?? Kirain akun kadrun.. taunya..beuuuuh!!! Gw unfol, tukang hoax! @LemhannasRI @DivHumas_Polri @CCICPolri","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwk kadrun mana berani ketemu sendiri, nyalinya seupil kayak jumlah kadrun di Indonesia, ya kan @jagokan57083101 https://t.co/rslx5QZy39","yes"
"@setopankahiji @logikapolitikid @ridwankamil @aniesbaswedan Namanya juga kadrun Goblokkkk! Senyumin ajaa..","yes"
"@bintangku206 @BWbambangPtk @ruhutsitompul Lha emang elo kadrun. Dari dulu topiknya selalu dibawah ini??oh ya gw mo nanya gmn rasanya jadi pecundang??? https://t.co/mKkfJivKzZ","yes"
"@Aryprasetyo85 @Metro_TV @ganjarpranowo @dewanpers @03__nakula @adearmando61 @al_lasan @Anak__Ogi @B3doel___ @bung_madin @GunRomli @ch_chotimah2 @DS_yantie @denni_sauya Dajjal memang penipu ?? Kaki tangan dajjal itu kadrun","yes"
"... Koruptor di bela oleh KADRUN tumben biasanya dibully ?????? ... pastilah cecunguk ini jelas lagi bela donatur nya ??????","yes"
"@NyaiiBubu Org utan ke kota","yes"
"Bangsa Indonesia sangat bersyukur memiliki KH. Imaduddin Utsman al-Bantanie, Sang Pencerah dan Pemersatu Bangsa Indonesia..!","yes"
"@HidayatNatari Kadrun pd mengkhayal.. ntr klu kalah bilangnya di curangi. Lagu lama Drun.. ??????","yes"
"@TurnBack2Solo @Amran_bin_Ali @jagokan57083101 @KompasTV wkwkwk kadrun ngomongin nyali ??","yes"
"@dwi_kurniawanSg @iwandana1 @ganjarpranowo @Dennysiregar7 Org jni gak bisa mikir bedanya mamerin buku sama ngucapin selamat hari buku,, nemang bner smua org klo jd kadrun harus bener"" goblog","yes"
"@CocotBoros98 @TurnBack2Solo @Amran_bin_Ali @person_sandora @ejanghadian @Kadrun80574809 @PaimoMontok @kadrunmampos @Jkt_Networks3 @AgoesMaulana10 @NawariErika @KangManto123 @ghost65387006 @_25selawe @Fita_Shanty @SimbokeSarah @bobby_risakotta @TsamaraDKI","yes"
"@wandystjk2 Tp alahkah elegant nya kl gk kait kaitkan dengan kadrun ya","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV siap2 bang di blok sama kadrun transgender itu, tipikal kadrun klo kalah selalu ngeles atau blokir, contohnya tadi si @jagokan57083101 sdh terpojok lsg ngeles ajak rekan sesama kadrunnya unt kabur, ","yes"
"@Adi_8002 Betul banget.Kirain akun kadrun, ternyata akun NKRI pendukung militan salah satu Paslon. Hoaxnya melebihi kadrun. Bisa dipidana itu, memutar balik sejarah","yes"
"@AntiPekines @ganjarpranowo ??biasa min! Ibarat kata udah dicoblangi sama cwek Bahenol Bohai! istri sah jangankan di urus, dilirik aja ga bakal! Yg ngejodohin ga da otak! Udh tau org msih ada bini, masih aja dicoblangin! Dia kira kadrun, yg boleh2 aja ber","yes"
"@MayaA62580468 Si bewok gede bacooooot","yes"
"@ajies4ra Mulai kesetanan nih hoaxnya. Gw pikir tadi akun kadrun, ternyata NKRI. Lbh parah dari kadrun hoaxnya","yes"
"@Amran_bin_Ali @TurnBack2Solo @jagokan57083101 @KompasTV dua ekor kadrun ygnsatu betina @jagokan57083101 dan yg satu kadrun transgender @TurnBack2Solo lari terkaing2 bang, si transgender kehabisan kata2, klo yg betina mulutnya lagi sibuk melayani pelangga","yes"
